sample_path,gender,raw_num_betas,model_num_betas,forward_betas_dim,kid_template_path,height_canonical,shoulder_width,pelvis_width,torso_height,upper_arm,forearm,arm_length,thigh,shank,leg_length,shoulder_width_ratio,pelvis_width_ratio,torso_height_ratio,upper_arm_ratio,forearm_ratio,arm_length_ratio,thigh_ratio,shank_ratio,leg_length_ratio,mode,height_cm,gt_group
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_kids_bfh/10034_k_Lilly_0_0.pkl,neutral,11,10,11,/home/jaeson1012/agora_dataset/models/smplx_kid_template.npy,1.3818543553352356,0.2400367259979248,0.0837355032563209,0.3739340305328369,0.2133417874574661,0.1997581273317337,0.4130999147891998,0.2925832718610763,0.3167322427034378,0.6093155145645142,0.1737062412338616,0.0605964752602359,0.2706030697729509,0.1543880414269199,0.1445580184051109,0.2989460598320309,0.2117323513374867,0.2292081227522701,0.4409404740897569,kids,138.18543553352356,sub
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_kids_bfh/10191_k_Mara_0_0.pkl,neutral,11,10,11,/home/jaeson1012/agora_dataset/models/smplx_kid_template.npy,1.3800055980682373,0.2488654404878616,0.084580197930336,0.3794792294502258,0.2104284018278122,0.1972508803009987,0.4076792821288109,0.2886134535074234,0.313941016793251,0.6025544703006744,0.1803365441678128,0.0612897498740101,0.27498383338548,0.1524837305894806,0.1429348406826138,0.2954185712720944,0.2091393353124298,0.2274925675900972,0.4366319029025271,kids,138.00055980682373,sub
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_kids_bfh/10194_k_Lilly_0_0.pkl,neutral,11,10,11,/home/jaeson1012/agora_dataset/models/smplx_kid_template.npy,1.2751247882843018,0.2299202680587768,0.0815220847725868,0.3482638001441955,0.1976682096719741,0.1836104765534401,0.3812786862254143,0.2655744403600693,0.2885599136352539,0.5541343539953232,0.1803119743034231,0.063932632728657,0.2731213472940083,0.1550187177663917,0.1439941237441478,0.2990128415105396,0.2082732943474523,0.2262993522567429,0.4345726466041952,kids,127.51247882843018,sub
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_kids_bfh/10212_k_Lilly_0_0.pkl,neutral,11,10,11,/home/jaeson1012/agora_dataset/models/smplx_kid_template.npy,1.3514094948768616,0.2521185874938965,0.0885961651802063,0.3678655624389648,0.2131856307387352,0.1987690851092338,0.411954715847969,0.2819546163082123,0.3090131878852844,0.5909678041934967,0.1865597277876674,0.0655583415064573,0.2722088040919708,0.1577505793372869,0.1470827945657917,0.3048333739030787,0.2086374391900388,0.2286599206656019,0.4372973598556408,kids,135.14094948768616,sub
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_kids_bfh/10213_k_Lilly_0_0.pkl,neutral,11,10,11,/home/jaeson1012/agora_dataset/models/smplx_kid_template.npy,1.3240329027175903,0.2506771087646484,0.0877531319856643,0.3688571453094482,0.2017241045832634,0.1875340789556503,0.3892581835389137,0.2715232074260711,0.2975546568632126,0.5690778642892838,0.1893284587189119,0.0662771535401803,0.2785860869109562,0.1523558094132122,0.1416385337333648,0.2939943431465771,0.2050728549636245,0.2247335819619578,0.4298064369255824,kids,132.40329027175903,sub
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_kids_bfh/10250_k_Lilly_0_0.pkl,neutral,11,10,11,/home/jaeson1012/agora_dataset/models/smplx_kid_template.npy,1.326307773590088,0.2406470328569412,0.0819229185581207,0.3543316423892975,0.2087770625948906,0.1955926641821861,0.4043697267770767,0.2819418609142303,0.3081918209791183,0.5901336818933487,0.1814413197666413,0.0617676531717592,0.2671564243570574,0.1574122287090023,0.1474715507794622,0.3048837794884645,0.212576497347265,0.2323682535199925,0.4449447508672575,kids,132.6307773590088,sub
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_kids_bfh/10252_k_Lilly_0_0.pkl,neutral,11,10,11,/home/jaeson1012/agora_dataset/models/smplx_kid_template.npy,1.3415929079055786,0.2407140880823135,0.0857775583863258,0.3654800355434418,0.2090710327029228,0.1952269375324249,0.4042979702353477,0.2803413420915603,0.3057412952184677,0.5860826373100281,0.1794240910665689,0.0639370988627519,0.2724224564618556,0.1558379084079335,0.1455187608566018,0.3013566692645354,0.2089615564003047,0.227894239315691,0.4368557957159957,kids,134.15929079055786,sub
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_kids_bfh/10253_k_Lilly_0_0.pkl,neutral,11,10,11,/home/jaeson1012/agora_dataset/models/smplx_kid_template.npy,1.3396285772323608,0.2431999891996383,0.0819045156240463,0.3573437631130218,0.2108022198081016,0.1980592310428619,0.4088614508509636,0.2865170985460281,0.3131055235862732,0.5996226221323013,0.1815428495128727,0.0611397196327798,0.266748387714515,0.1573587062793283,0.1478463765322529,0.3052050828115814,0.2138780132161448,0.2337256228387881,0.447603636054933,kids,133.96285772323608,sub
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_kids_bfh/10258_k_Lilly_0_0.pkl,neutral,11,10,11,/home/jaeson1012/agora_dataset/models/smplx_kid_template.npy,1.2988951802253723,0.2386499047279358,0.0803855657577514,0.3526424169540405,0.2025569081306457,0.1902204155921936,0.3927773237228393,0.2732076942920685,0.2996661365032196,0.5728738307952881,0.1837329973666754,0.0618876465026251,0.2714941300289167,0.1559455383424395,0.1464478569850327,0.3023933953274723,0.2103385234247031,0.2307084829210193,0.4410470063457224,kids,129.88951802253723,sub
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_kids_bfh/10263_k_Matthilda_0_0.pkl,neutral,11,10,11,/home/jaeson1012/agora_dataset/models/smplx_kid_template.npy,1.380154311656952,0.2572243809700012,0.0990618988871574,0.3765115439891815,0.2146845608949661,0.1980909258127212,0.4127754867076874,0.2899946868419647,0.3187822252511978,0.6087769120931625,0.1863736386558029,0.0717759587101736,0.2728039472174372,0.155551128654031,0.1435280998216077,0.2990792284756387,0.2101175820650156,0.2309757847790817,0.4410933668440973,kids,138.0154311656952,sub
