sample_path,mode,status,gender,raw_num_betas,model_num_betas,forward_betas_dim,height_canonical,raw_v_height,reason
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10004_w_Amaya_0_0.pkl,adults,ok,female,10,10,10,1.7657338976860046,1.7642322778701782,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10005_w_Bao_0_0.pkl,adults,ok,female,10,10,10,1.8182111978530884,1.220799207687378,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10007_w_Ina_0_0.pkl,adults,ok,female,10,10,10,1.7403834462165833,1.785853624343872,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10008_m_Kenneth_0_0.pkl,adults,ok,male,10,10,10,1.7234466075897217,1.254713535308838,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10012_w_Ina_0_0.pkl,adults,ok,female,10,10,10,1.6736172437667847,1.8642916679382324,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10013_w_Bao_0_0.pkl,adults,ok,female,10,10,10,1.6510111689567566,1.1480478048324585,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10015_w_Myriam_0_0.pkl,adults,ok,female,10,10,10,1.733952522277832,1.6758227348327637,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10016_w_Myriam_0_0.pkl,adults,ok,female,10,10,10,1.7833892107009888,1.7599008083343506,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10018_w_Myriam_0_0.pkl,adults,ok,female,10,10,10,1.650494933128357,1.835628628730774,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10019_w_Myriam_0_0.pkl,adults,ok,female,10,10,10,1.7395793795585632,0.893799364566803,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10020_w_Ina_0_0.pkl,adults,ok,female,10,10,10,1.7476046681404114,1.7446871995925903,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10021_w_Ina_0_0.pkl,adults,ok,female,10,10,10,1.7147281169891357,1.755480170249939,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10022_w_Ina_0_0.pkl,adults,ok,female,10,10,10,1.6452224254608154,1.7021571397781372,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10024_w_Myriam_0_0.pkl,adults,ok,female,10,10,10,1.6499032974243164,1.6691597700119019,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10028_w_Ramona_0_0.pkl,adults,ok,female,10,10,10,1.6409095525741577,1.7219953536987305,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10029_w_Ramona_0_0.pkl,adults,ok,female,10,10,10,1.6586318612098694,1.7287907600402832,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10030_w_Myriam_0_0.pkl,adults,ok,female,10,10,10,1.6902769207954407,1.6672325134277344,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10031_m_John_0_0.pkl,adults,ok,male,10,10,10,1.885451316833496,1.8702678680419922,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10032_m_John_0_0.pkl,adults,ok,male,10,10,10,1.8047906160354614,1.7871638536453247,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10033_m_Simon_0_0.pkl,adults,ok,male,10,10,10,1.838165819644928,1.8414467573165894,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10036_w_Ina_0_0.pkl,adults,ok,female,10,10,10,1.7326245307922363,1.3057548999786377,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10040_w_Ramona_0_0.pkl,adults,ok,female,10,10,10,1.8066530227661133,1.3554060459136963,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10042_m_Simon_0_0.pkl,adults,ok,male,10,10,10,1.8572885990142822,1.3438735008239746,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10048_w_Ramona_0_0.pkl,adults,ok,female,10,10,10,1.6603285074234009,1.705794334411621,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10055_m_Simon_0_0.pkl,adults,ok,male,10,10,10,1.8263791799545288,1.8331453800201416,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10056_m_Kenneth_0_0.pkl,adults,ok,male,10,10,10,1.8787840008735657,1.8582885265350342,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10057_w_Ina_0_0.pkl,adults,ok,female,10,10,10,1.717102587223053,1.7324224710464478,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10060_w_Ina_0_0.pkl,adults,ok,female,10,10,10,1.6526881456375122,1.6987961530685425,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10063_w_Ina_0_0.pkl,adults,ok,female,10,10,10,1.7702706456184387,1.7709113359451294,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10064_w_Ina_0_0.pkl,adults,ok,female,10,10,10,1.7177616357803345,1.74965238571167,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10067_m_Kenneth_0_0.pkl,adults,ok,male,10,10,10,1.8940384984016418,1.3217363357543945,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10068_m_Kenneth_0_0.pkl,adults,ok,male,10,10,10,1.8880976438522339,1.874172329902649,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10069_m_Kenneth_0_0.pkl,adults,ok,male,10,10,10,1.866414189338684,1.8634051084518433,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10070_m_Kenneth_0_0.pkl,adults,ok,male,10,10,10,1.9057143926620483,1.9057294130325317,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10071_w_Mia_0_0.pkl,adults,ok,female,10,10,10,1.7256190776824951,1.695120930671692,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10075_w_Ramona_0_0.pkl,adults,ok,female,10,10,10,1.6919633150100708,1.7536898851394653,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10076_w_Ramona_0_0.pkl,adults,ok,female,10,10,10,1.6546788811683655,1.7168738842010498,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10077_m_Simon_0_0.pkl,adults,ok,male,10,10,10,1.7934922575950623,1.7753150463104248,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10081_m_Simon_0_0.pkl,adults,ok,male,10,10,10,1.8827300071716309,1.8530399799346924,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10084_m_Simon_0_0.pkl,adults,ok,male,10,10,10,1.8215771317481995,1.362708568572998,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10092_w_Valeska_0_0.pkl,adults,ok,female,10,10,10,1.6823968887329102,1.7324063777923584,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10100_m_Andy_0_0.pkl,adults,ok,male,10,10,10,1.7422680854797363,0.6487246751785278,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10103_m_Andy_0_0.pkl,adults,ok,male,10,10,10,1.7881804704666138,1.9280797243118286,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10123_w_Myriam_0_0.pkl,adults,ok,female,10,10,10,1.6986739039421082,1.699826955795288,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10124_w_Anna_0_0.pkl,adults,ok,female,10,10,10,1.6970436573028564,1.679827332496643,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10125_w_Lucia_0_0.pkl,adults,ok,female,10,10,10,1.6647863984107971,1.6911417245864868,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10126_w_Samantha_0_0.pkl,adults,ok,female,10,10,10,1.7656493782997131,1.7676392793655396,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10127_w_Samantha_0_0.pkl,adults,ok,female,10,10,10,1.7229872345924377,1.4494129419326782,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10129_m_Thomas_0_0.pkl,adults,ok,male,10,10,10,1.7786418795585632,1.7700811624526978,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10130_w_Monika_0_0.pkl,adults,ok,female,10,10,10,1.7054201364517212,1.694047212600708,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10131_w_Monika_0_0.pkl,adults,ok,female,10,10,10,1.7118130326271057,1.7094502449035645,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10132_w_Monika_0_0.pkl,adults,ok,female,10,10,10,1.7092706561088562,1.6973944902420044,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10137_m_Sevin_0_0.pkl,adults,ok,male,10,10,10,1.821687936782837,1.8033905029296875,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10138_w_Lucia_0_0.pkl,adults,ok,female,10,10,10,1.6850401759147644,1.7231533527374268,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10139_w_Anna_0_0.pkl,adults,ok,female,10,10,10,1.704282820224762,1.70578134059906,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10140_m_Clemens_0_0.pkl,adults,ok,male,10,10,10,1.8492159247398376,1.8152673244476318,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10141_m_Clemens_0_0.pkl,adults,ok,male,10,10,10,1.8569904565811157,1.824375867843628,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10142_w_Ulrike_0_0.pkl,adults,ok,female,10,10,10,1.7624841332435608,1.7719343900680542,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10143_m_Felix_0_0.pkl,adults,ok,male,10,10,10,1.897629737854004,1.8751617670059204,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10145_w_Ulrike_0_0.pkl,adults,ok,female,10,10,10,1.7573642134666443,1.7776647806167603,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10146_w_Beatrice_0_0.pkl,adults,ok,female,10,10,10,1.6013892889022827,1.5914440155029297,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10147_w_Sarah_0_0.pkl,adults,ok,female,10,10,10,1.609265387058258,1.5951038599014282,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10148_w_Sarah_0_0.pkl,adults,ok,female,10,10,10,1.6110674142837524,1.5996628999710083,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10150_w_Victoria_0_0.pkl,adults,ok,female,10,10,10,1.5940062999725342,1.584296464920044,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10151_m_Yalgin_0_0.pkl,adults,ok,male,10,10,10,1.902555763721466,1.852944016456604,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10152_m_Bernd_0_0.pkl,adults,ok,male,10,10,10,1.8104398846626282,1.7960580587387085,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10153_m_Bernd_0_0.pkl,adults,ok,male,10,10,10,1.8236162662506104,1.7875763177871704,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10156_w_Myriam_0_0.pkl,adults,ok,female,10,10,10,1.6562473773956299,1.640252709388733,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10157_w_Myriam_0_0.pkl,adults,ok,female,10,10,10,1.6476324200630188,1.712343692779541,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10158_w_Myriam_0_0.pkl,adults,ok,female,10,10,10,1.6211470365524292,1.6715019941329956,
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10159_w_Myriam_0_0.pkl,adults,ok,female,10,10,10,1.6322563290596008,1.647147536277771,
