sample_path,gender,raw_num_betas,model_num_betas,forward_betas_dim,kid_template_path,height_canonical,shoulder_width,pelvis_width,torso_height,upper_arm,forearm,arm_length,thigh,shank,leg_length,shoulder_width_ratio,pelvis_width_ratio,torso_height_ratio,upper_arm_ratio,forearm_ratio,arm_length_ratio,thigh_ratio,shank_ratio,leg_length_ratio
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_kids_bfh/10034_k_Lilly_0_0.pkl,neutral,11,10,11,/home/jaeson1012/agora_dataset/models/smplx_kid_template.npy,1.3818543553352356,0.2400367259979248,0.08373550325632095,0.3739340305328369,0.21334178745746613,0.1997581273317337,0.41309991478919983,0.29258327186107635,0.3167322427034378,0.6093155145645142,0.17370624123386164,0.06059647526023599,0.27060306977295095,0.15438804142691995,0.14455801840511096,0.2989460598320309,0.21173235133748675,0.22920812275227015,0.4409404740897569
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_kids_bfh/10089_k_Lilly_0_0.pkl,neutral,11,10,11,/home/jaeson1012/agora_dataset/models/smplx_kid_template.npy,1.0925796627998352,0.21556739509105682,0.07377709448337555,0.3135305643081665,0.16622591018676758,0.15425832569599152,0.3204842358827591,0.21361103653907776,0.23663954436779022,0.450250580906868,0.19730130665131151,0.06752559744185152,0.2869635734429797,0.15214076908662064,0.14118725704695112,0.2933280261335718,0.1955107200070702,0.21658790880417797,0.41209862881124815
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_kids_bfh/10090_k_Lilly_0_0.pkl,neutral,11,10,11,/home/jaeson1012/agora_dataset/models/smplx_kid_template.npy,1.1067574620246887,0.2307591736316681,0.07909306138753891,0.32179105281829834,0.1704360768198967,0.15790348500013351,0.3283395618200302,0.21373549848794937,0.23969724774360657,0.45343274623155594,0.20850021937915833,0.07146377061045246,0.29075119333699156,0.15399586871373155,0.14267216659309148,0.29666803530682306,0.1931186423599478,0.21657612979189436,0.40969477215184213
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_kids_bfh/10106_k_Mady_0_0.pkl,neutral,11,10,11,/home/jaeson1012/agora_dataset/models/smplx_kid_template.npy,1.5398114323616028,0.24917607009410858,0.09646342694759369,0.4091058671474457,0.23559556156396866,0.217666894197464,0.45326245576143265,0.3347889631986618,0.35642604529857635,0.6912150084972382,0.1618224575147804,0.06264625974340775,0.2656856927734337,0.1530028655538923,0.14135944806152603,0.29436231361541837,0.21742205322193073,0.23147382712435582,0.4488958803462866
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_kids_bfh/10107_k_Mady_0_0.pkl,neutral,11,10,11,/home/jaeson1012/agora_dataset/models/smplx_kid_template.npy,1.5621384978294373,0.25196659564971924,0.09927535802125931,0.41515082120895386,0.24068670719861984,0.22181661427021027,0.4625033214688301,0.33948881924152374,0.3608769625425339,0.7003657817840576,0.16129593886830276,0.06355093236560048,0.26575801171650165,0.15407513964546013,0.1419954854056925,0.2960706250511526,0.21732312449455488,0.23101470391003473,0.44833782840458963
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_kids_bfh/10109_k_Mady_0_0.pkl,neutral,11,10,11,/home/jaeson1012/agora_dataset/models/smplx_kid_template.npy,1.6035728454589844,0.26051536202430725,0.09826486557722092,0.420401006937027,0.25038228929042816,0.23207923769950867,0.48246152698993683,0.3541206866502762,0.37584593892097473,0.7299666255712509,0.1624593249767465,0.06127870389891452,0.2621652069798533,0.15614026515818322,0.14472634552069977,0.300866610678883,0.22083230434655907,0.23438033388087076,0.45521263822742986
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_kids_bfh/10110_k_Mady_0_0.pkl,neutral,11,10,11,/home/jaeson1012/agora_dataset/models/smplx_kid_template.npy,1.652289092540741,0.26429232954978943,0.10331115126609802,0.44061073660850525,0.250489242374897,0.23164117336273193,0.48213041573762894,0.3601783663034439,0.383120596408844,0.7432989627122879,0.15995525888474185,0.06252607472414859,0.2666668554538321,0.15160134113680873,0.14019409461000257,0.2917954357468113,0.2179874986341489,0.23187261729103092,0.4498601159251798
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_kids_bfh/10111_k_Mady_0_0.pkl,neutral,11,10,11,/home/jaeson1012/agora_dataset/models/smplx_kid_template.npy,1.635904312133789,0.265653520822525,0.10330560058355331,0.43419212102890015,0.25447244942188263,0.23633968085050583,0.49081213027238846,0.3562420606613159,0.38110531866550446,0.7373473793268204,0.1623894006832345,0.06314892614275637,0.2654141307706209,0.1555546052017932,0.14447035752490717,0.3000249627267004,0.21776460763567043,0.23296308704536048,0.4507276946810309
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_kids_bfh/10112_k_Mady_0_0.pkl,neutral,11,10,11,/home/jaeson1012/agora_dataset/models/smplx_kid_template.npy,1.698425531387329,0.2802562117576599,0.10952211916446686,0.4485180974006653,0.2629145681858063,0.2438366860151291,0.5067512542009354,0.3730827569961548,0.39916668832302094,0.7722494453191757,0.16500941994715396,0.06448449881403139,0.26407875359380706,0.15479899667490815,0.14356630980220567,0.29836530647711385,0.2196638887613805,0.2350216014457629,0.4546854902071434
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_kids_bfh/10184_k_Mady_0_0.pkl,neutral,11,10,11,/home/jaeson1012/agora_dataset/models/smplx_kid_template.npy,1.6353048086166382,0.265617698431015,0.10492253303527832,0.4290807545185089,0.256138414144516,0.23747488856315613,0.4936133027076721,0.3604104071855545,0.3857070803642273,0.7461174875497818,0.1624270270786462,0.06416084174792831,0.2623857963711875,0.15663038033942583,0.1452175076547622,0.30184788799418805,0.22039341246139815,0.23586249996446257,0.4562559124258607
