sample_path,mode,gender,raw_num_betas,model_num_betas,forward_betas_dim,kid_template_path,height_canonical,shoulder_width,pelvis_width,torso_height,upper_arm,forearm,arm_length,thigh,shank,leg_length,shoulder_width_ratio,pelvis_width_ratio,torso_height_ratio,upper_arm_ratio,forearm_ratio,arm_length_ratio,thigh_ratio,shank_ratio,leg_length_ratio
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10004_w_Amaya_0_0.pkl,adults,female,10,10,10,,1.7657338976860046,0.3012848496437073,0.14877459406852722,0.4844672679901123,0.29144807159900665,0.2426595240831375,0.5341075956821442,0.40554744005203247,0.41464999318122864,0.8201974332332611,0.1706286830866991,0.08425652034176634,0.27437161886341255,0.1650577541615696,0.1374270066407758,0.30248476080234543,0.22967641986343618,0.23483153023489423,0.4645079500983304
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10005_w_Bao_0_0.pkl,adults,female,10,10,10,,1.8182111978530884,0.3045777380466461,0.15038856863975525,0.5048583149909973,0.29189103841781616,0.2429039105772972,0.5347949489951134,0.4134349375963211,0.4214860051870346,0.8349209427833557,0.16751504908026424,0.08271237621753261,0.2776675864647215,0.1605374770337329,0.1335949920801906,0.2941324691139235,0.22738554139612482,0.23181355701951337,0.45919909841563816
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10007_w_Ina_0_0.pkl,adults,female,10,10,10,,1.7403834462165833,0.2908868193626404,0.13301753997802734,0.47629329562187195,0.28664934635162354,0.23721639066934586,0.5238657370209694,0.39854399859905243,0.405419185757637,0.8039631843566895,0.16713950020324472,0.07643001906688664,0.2736714697311591,0.16470470744523,0.13630122211575282,0.3010059295609828,0.22899781049138715,0.2329481969269342,0.46194600741832137
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10008_m_Kenneth_0_0.pkl,adults,male,10,10,10,,1.7234466075897217,0.33867400884628296,0.10599599033594131,0.4650730490684509,0.2621347904205322,0.2552318274974823,0.5173666179180145,0.37946899235248566,0.4076012969017029,0.7870702892541885,0.19650971916091214,0.061502334838315104,0.2698505697944806,0.15209916528086329,0.14809384078015023,0.3001930060610135,0.2201803007307441,0.2365035824763625,0.4566838832071066
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10012_w_Ina_0_0.pkl,adults,female,10,10,10,,1.6736172437667847,0.29227468371391296,0.13182708621025085,0.4550651013851166,0.28521858155727386,0.23521192371845245,0.5204305052757263,0.38857975602149963,0.3955935537815094,0.784173309803009,0.174636515489106,0.07876776288080639,0.27190512232110403,0.17042043670351817,0.1405410493913558,0.31096148609487395,0.23217958435163416,0.23637038591401763,0.46854997026565176
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10013_w_Bao_0_0.pkl,adults,female,10,10,10,,1.6510111689567566,0.2759975492954254,0.13274437189102173,0.45080873370170593,0.27285730838775635,0.22717666625976562,0.500033974647522,0.37713105976581573,0.38178981840610504,0.7589208781719208,0.16716879599901385,0.08040186183289144,0.2730500811733234,0.1652667852999261,0.1375985035905689,0.302865288890495,0.22842429346139304,0.23124605428765874,0.4596703477490518
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10015_w_Myriam_0_0.pkl,adults,female,10,10,10,,1.733952522277832,0.27782437205314636,0.1282232701778412,0.46403414011001587,0.2895093262195587,0.24051840603351593,0.5300277322530746,0.4036130756139755,0.4078778624534607,0.8114909380674362,0.1602260549142247,0.0739485473393463,0.26761640480238214,0.1669649673217353,0.13871106788873055,0.3056760352104658,0.23277054615299578,0.23523012147855465,0.46800066763155046
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10016_w_Myriam_0_0.pkl,adults,female,10,10,10,,1.7833892107009888,0.29282355308532715,0.13583789765834808,0.48072072863578796,0.29961077868938446,0.24918578565120697,0.5487965643405914,0.41520656645298004,0.4230891168117523,0.8382956832647324,0.16419497848718526,0.07616839714139287,0.2695545794217479,0.16800078013908012,0.1397259690459048,0.30772674918498494,0.2328188170936487,0.23723880029836594,0.4700576173920146
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10018_w_Myriam_0_0.pkl,adults,female,10,10,10,,1.650494933128357,0.2705768048763275,0.12769611179828644,0.44822603464126587,0.2736444026231766,0.22786282747983932,0.5015072301030159,0.3795153349637985,0.3826139271259308,0.7621292620897293,0.16393676796297385,0.07736837553099939,0.27157068200851475,0.16579536061011074,0.13805727173481647,0.3038526323449272,0.22994032114019466,0.2318176926485453,0.46175801378874
/home/jaeson1012/agora_dataset/smplx_gt/smplx_gt/trainset_3dpeople_adults_bfh/10019_w_Myriam_0_0.pkl,adults,female,10,10,10,,1.7395793795585632,0.27648961544036865,0.13142701983451843,0.47656992077827454,0.2845452278852463,0.23721715807914734,0.5217623859643936,0.3985370844602585,0.4010048508644104,0.7995419353246689,0.15894049946173244,0.07555103341583035,0.27395698430226806,0.16357128121250358,0.1363646642784095,0.29993594549091307,0.22909968302877418,0.2305182825092866,0.4596179655380608
